,word,code,full_code,cluster
240,думать,2.3.2.1,2.3.2.1.2.5.,0
241,думать,2.3.2.3,2.3.2.3.1.4.,0
242,думаться,2.3.2.1,2.3.2.1.2.1.,0
243,думаться,2.3.2.2,2.3.2.2.2.3.5.1.,0
244,дуреть,2.3.2.2,2.3.2.2.4.2.2.,1
245,дуться,2.3.2.2,2.3.2.2.2.3.6.1.,1
246,душить,2.3.2.2,2.3.2.2.2.3.4.2.,2
247,жаждать,2.3.2.3,2.3.2.3.3.,0
248,жалеть,2.3.2.2,2.3.2.2.2.2.3.2.1.,1
249,жалеть,2.3.2.2,2.3.2.2.3.4.1.,1
250,жаловать,2.3.2.2,2.3.2.2.2.2.3.1.1.,2
251,жать,2.3.2.3,2.3.2.3.1.3.,2
252,ждать,2.3.2.1,2.3.2.1.2.5.,0
253,ждать,2.3.2.1,2.3.2.1.6.4.,0
254,желать,2.3.2.3,2.3.2.3.3.,0
255,жить,2.3.2.1,2.3.2.1.4.2.,1
256,жить,2.3.2.2,2.3.2.2.2.1.1.1.,1
257,забавлять,2.3.2.2,2.3.2.2.2.1.2.2.,1
258,заблагорассудиться,2.3.2.3,2.3.2.3.1.4.,0
259,заблуждаться,2.3.2.1,2.3.2.1.2.4.1.,0
260,заболеть,2.3.2.1,2.3.2.1.4.2.,1
261,заботить,2.3.2.2,2.3.2.2.2.3.5.2.,1
262,забыть,2.3.2.1,2.3.2.1.5.2.,0
263,забыться,2.3.2.1,2.3.2.1.2.2.,1
264,забыться,2.3.2.2,2.3.2.2.3.2.1.,1
265,завернуть,2.3.2.3,2.3.2.3.1.2.1.1.,2
266,завести,2.3.2.2,2.3.2.2.2.3.5.2.,2
267,завидовать,2.3.2.2,2.3.2.2.2.3.2.1.,1
268,завлечь,2.3.2.1,2.3.2.1.4.2.,1
269,заворожить,2.3.2.2,2.3.2.2.2.2.1.2.,1
270,загадать,2.3.2.1,2.3.2.1.2.5.,0
271,загладить,2.3.2.2,2.3.2.2.3.2.2.,1
272,загнать,2.3.2.3,2.3.2.3.1.2.2.,2
273,загореться,2.3.2.2,2.3.2.2.2.1.1.1.,2
274,загореться,2.3.2.3,2.3.2.3.3.,2
275,загрустить,2.3.2.2,2.3.2.2.3.4.1.,1
276,задать,2.3.2.3,2.3.2.3.1.5.,0
277,задержать,2.3.2.3,2.3.2.3.1.3.,2
278,задержаться,2.3.2.1,2.3.2.1.2.2.,2
279,задеть,2.3.2.2,2.3.2.2.2.1.1.2.,2
280,задеть,2.3.2.2,2.3.2.2.2.3.6.2.,2
281,задумать,2.3.2.1,2.3.2.1.2.5.,0
282,задумать,2.3.2.3,2.3.2.3.1.4.,0
283,задуматься,2.3.2.1,2.3.2.1.2.2.,0
284,заесть,2.3.2.2,2.3.2.2.2.3.6.2.,1
285,зажечь,2.3.2.2,2.3.2.2.2.1.1.2.,2
286,зажечься,2.3.2.2,2.3.2.2.2.1.1.1.,2
287,заинтересовать,2.3.2.1,2.3.2.1.4.2.,1
288,заинтересоваться,2.3.2.1,2.3.2.1.4.2.,1
289,заказать,2.3.2.3,2.3.2.3.1.6.2.,0
290,закалить,2.3.2.3,2.3.2.3.1.8.,1
291,закалиться,2.3.2.3,2.3.2.3.1.8.,1
292,закипеть,2.3.2.2,2.3.2.2.2.1.1.1.,2
293,заключить,2.3.2.1,2.3.2.1.2.1.,2
294,заключить,2.3.2.1,2.3.2.1.2.6.,2
295,заключить,2.3.2.1,2.3.2.1.3.3.,2
296,закрыть,2.3.2.3,2.3.2.3.1.6.2.,2
297,замахнуться,2.3.2.3,2.3.2.3.1.4.,2
298,замереть,2.3.2.2,2.3.2.2.4.1.,2
299,заметить,2.3.2.1,2.3.2.1.4.1.,0
300,заметить,2.3.2.1,2.3.2.1.5.1.,0
301,занимать,2.3.2.1,2.3.2.1.4.2.,2
302,занять,2.3.2.1,2.3.2.1.4.2.,2
303,заняться,2.3.2.1,2.3.2.1.4.2.,2
304,запамятовать,2.3.2.1,2.3.2.1.5.2.,0
305,запасть,2.3.2.1,2.3.2.1.5.1.,1
306,запечатлеть,2.3.2.1,2.3.2.1.5.1.,0
307,заподозрить,2.3.2.1,2.3.2.1.2.5.,0
308,запомнить,2.3.2.1,2.3.2.1.5.1.,0
309,запомниться,2.3.2.1,2.3.2.1.5.1.,0
310,запретить,2.3.2.3,2.3.2.3.1.6.2.,0
311,запрятать,2.3.2.3,2.3.2.3.1.3.,2
312,запугать,2.3.2.2,2.3.2.2.2.3.5.2.,1
313,запылать,2.3.2.2,2.3.2.2.2.1.1.1.,2
314,заразить,2.3.2.1,2.3.2.1.4.2.,1
315,заразиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
316,заречься,2.3.2.3,2.3.2.3.1.4.,1
317,зариться,2.3.2.3,2.3.2.3.3.,1
318,засадить,2.3.2.3,2.3.2.3.1.2.1.2.,2
319,засадить,2.3.2.3,2.3.2.3.1.3.,2
320,заскучать,2.3.2.2,2.3.2.2.3.4.1.,1
321,заспать,2.3.2.1,2.3.2.1.5.2.,1
322,заставить,2.3.2.3,2.3.2.3.1.3.,0
323,застыдиться,2.3.2.2,2.3.2.2.3.5.1.,1
324,затаить,2.3.2.2,2.3.2.2.2.1.1.1.,2
325,затащить,2.3.2.3,2.3.2.3.1.2.2.,2
326,затеять,2.3.2.3,2.3.2.3.1.4.,2
327,заткнуть,2.3.2.3,2.3.2.3.1.3.,2
328,затребовать,2.3.2.3,2.3.2.3.1.1.,2
329,затронуть,2.3.2.2,2.3.2.2.2.3.6.2.,1
330,затянуть,2.3.2.3,2.3.2.3.1.2.2.,2
331,захватить,2.3.2.1,2.3.2.1.4.2.,2
332,зацепить,2.3.2.2,2.3.2.2.2.3.6.2.,2
333,зациклиться,2.3.2.1,2.3.2.1.2.2.,1
334,зачаровать,2.3.2.2,2.3.2.2.2.2.1.2.,1
335,звереть,2.3.2.2,2.3.2.2.2.3.7.1.,1
336,злить,2.3.2.2,2.3.2.2.2.3.7.2.,1
337,злиться,2.3.2.2,2.3.2.2.2.3.7.1.,1
338,злобиться,2.3.2.2,2.3.2.2.2.3.7.1.,1
339,злобствовать,2.3.2.2,2.3.2.2.2.3.7.1.,1
340,злорадствовать,2.3.2.2,2.3.2.2.2.3.7.1.,1
341,знакомиться,2.3.2.1,2.3.2.1.3.1.,1
342,знать,2.3.2.1,2.3.2.1.3.1.,0
343,знать,2.3.2.1,2.3.2.1.3.2.,0
344,игнорировать,2.3.2.1,2.3.2.1.2.6.,0
345,идеализировать,2.3.2.1,2.3.2.1.2.6.,1
346,идентификация,2.3.2.1,2.3.2.1.3.1.,0
347,избрать,2.3.2.3,2.3.2.3.1.4.,0
348,изведать,2.3.2.1,2.3.2.1.3.1.,1
349,извериться,2.3.2.1,2.3.2.1.6.3.,1
350,извести,2.3.2.2,2.3.2.2.2.3.4.2.,2
351,изволить,2.3.2.3,2.3.2.3.3.,0
352,изгнать,2.3.2.3,2.3.2.3.1.2.1.1.,2
353,изголодаться,2.3.2.3,2.3.2.3.3.,1
354,издергать,2.3.2.2,2.3.2.2.2.3.5.2.,1
355,изжить,2.3.2.3,2.3.2.3.4.,0
356,изломать,2.3.2.3,2.3.2.3.1.3.,2
357,измаяться,2.3.2.2,2.3.2.2.2.3.4.1.,1
358,измотать,2.3.2.2,2.3.2.2.2.3.4.2.,1
359,измучить,2.3.2.2,2.3.2.2.2.3.4.2.,1
360,измучиться,2.3.2.2,2.3.2.2.2.3.4.1.,1
361,измыслить,2.3.2.1,2.3.2.1.2.4.1.,0
362,изнывать,2.3.2.2,2.3.2.2.2.3.4.1.,1
363,изумить,2.3.2.2,2.3.2.2.2.1.2.2.,1
364,изумиться,2.3.2.2,2.3.2.2.2.1.2.1.,1
365,изучить,2.3.2.1,2.3.2.1.3.1.,0
366,изучить,2.3.2.1,2.3.2.1.3.3.,0
367,импонировать,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
368,интересовать,2.3.2.1,2.3.2.1.4.2.,1
369,интересоваться,2.3.2.1,2.3.2.1.4.2.,1
370,интриговать,2.3.2.1,2.3.2.1.4.2.,1
371,исповедать,2.3.2.1,2.3.2.1.1.,0
372,исповедовать,2.3.2.1,2.3.2.1.1.,0
373,исследовать,2.3.2.1,2.3.2.1.3.1.,0
374,исстрадаться,2.3.2.2,2.3.2.2.2.3.4.1.,1
375,иссушить,2.3.2.2,2.3.2.2.2.3.4.2.,1
376,истерзать,2.3.2.2,2.3.2.2.2.3.4.2.,1
377,истолковать,2.3.2.1,2.3.2.1.3.3.,0
378,истомить,2.3.2.2,2.3.2.2.2.3.4.2.,1
379,истомиться,2.3.2.2,2.3.2.2.2.3.4.1.,1
380,истосковаться,2.3.2.2,2.3.2.2.3.4.1.,1
381,истребовать,2.3.2.3,2.3.2.3.1.1.,2
382,истязать,2.3.2.2,2.3.2.2.2.3.4.2.,1
383,исходить,2.3.2.1,2.3.2.1.2.1.,0
384,казаться,2.3.2.1,2.3.2.1.2.4.1.,0
385,казнить,2.3.2.2,2.3.2.2.2.3.4.1.,2
386,казнить,2.3.2.2,2.3.2.2.2.3.4.2.,2
387,каменеть,2.3.2.2,2.3.2.2.4.1.,1
388,каменеть,2.3.2.2,2.3.2.2.4.3.,1
389,кипеть,2.3.2.2,2.3.2.2.2.1.1.1.,2
390,киснуть,2.3.2.2,2.3.2.2.3.3.1.,1
391,клокотать,2.3.2.2,2.3.2.2.2.1.1.1.,2
392,колебаться,2.3.2.1,2.3.2.1.2.5.,2
393,командовать,2.3.2.3,2.3.2.3.1.1.,2
394,концентрироваться,2.3.2.1,2.3.2.1.4.1.,2
395,корежить,2.3.2.2,2.3.2.2.2.3.2.2.,2
396,коробить,2.3.2.2,2.3.2.2.2.3.2.2.,1
397,коситься,2.3.2.2,2.3.2.2.2.3.2.1.,2
398,коченеть,2.3.2.2,2.3.2.2.4.1.,1
399,краснеть,2.3.2.2,2.3.2.2.3.5.1.,1
400,крепнуть,2.3.2.2,2.3.2.2.4.1.,1
401,кручиниться,2.3.2.2,2.3.2.2.3.4.1.,1
402,крушить,2.3.2.2,2.3.2.2.3.4.2.,2
403,кумекать,2.3.2.1,2.3.2.1.2.1.,1
404,ладить,2.3.2.3,2.3.2.3.1.4.,1
405,ласкать,2.3.2.2,2.3.2.2.3.1.2.,1
406,леденеть,2.3.2.2,2.3.2.2.4.1.,1
407,леденить,2.3.2.2,2.3.2.2.2.3.5.2.,1
408,ликовать,2.3.2.2,2.3.2.2.2.2.1.1.,1
409,льстить,2.3.2.2,2.3.2.2.2.2.3.1.2.,1
410,любить,2.3.2.2,2.3.2.2.2.2.1.1.,1
411,любить,2.3.2.2,2.3.2.2.2.2.2.1.,1
412,манить,2.3.2.3,2.3.2.3.3.,2
413,маяться,2.3.2.2,2.3.2.2.2.3.4.1.,1
414,мерещиться,2.3.2.1,2.3.2.1.2.4.2.,1
415,мертветь,2.3.2.2,2.3.2.2.4.1.,1
416,метить,2.3.2.3,2.3.2.3.3.,2
417,мечтать,2.3.2.1,2.3.2.1.2.4.2.,0
418,мириться,2.3.2.3,2.3.2.3.4.,1
419,млеть,2.3.2.2,2.3.2.2.3.1.1.,1
420,мнить,2.3.2.1,2.3.2.1.2.1.,0
421,мниться,2.3.2.1,2.3.2.1.2.4.1.,0
422,молиться,2.3.2.2,2.3.2.2.2.2.2.1.,0
423,морозить,2.3.2.3,2.3.2.3.1.3.,1
424,мрачнеть,2.3.2.2,2.3.2.2.4.2.2.,1
425,мудрствовать,2.3.2.1,2.3.2.1.2.2.,0
426,мутиться,2.3.2.2,2.3.2.2.4.2.2.,1
427,мутнеть,2.3.2.2,2.3.2.2.4.2.2.,1
428,мучить,2.3.2.2,2.3.2.2.2.3.4.2.,1
429,мучиться,2.3.2.2,2.3.2.2.2.3.4.1.,1
430,мыслить,2.3.2.1,2.3.2.1.2.1.,0
431,мястись,2.3.2.2,2.3.2.2.2.3.5.1.,1
432,наблюдать,2.3.2.1,2.3.2.1.3.1.,0
433,наболеть,2.3.2.2,2.3.2.2.3.4.1.,1
434,набраться,2.3.2.3,2.3.2.3.1.8.,2
435,навалить,2.3.2.3,2.3.2.3.1.5.,2
436,навести,2.3.2.3,2.3.2.3.2.2.,2
437,нагнать,2.3.2.3,2.3.2.3.1.2.2.,2
438,нагрузить,2.3.2.3,2.3.2.3.1.5.,2
439,надеяться,2.3.2.1,2.3.2.1.6.4.,0
440,надивиться,2.3.2.2,2.3.2.2.2.1.2.1.,0
441,надломить,2.3.2.2,2.3.2.2.2.3.4.2.,1
442,надоесть,2.3.2.2,2.3.2.2.2.3.2.2.,1
443,надуваться,2.3.2.2,2.3.2.2.2.3.6.1.,2
