,word,code,full_code,cluster
58,вздыхать,2.3.2.2,2.3.2.2.2.2.2.1.,22
59,вздыхать,2.3.2.2,2.3.2.2.3.4.1.,22
60,взирать,2.3.2.1,2.3.2.1.2.6.,2
61,взорвать,2.3.2.2,2.3.2.2.2.3.7.2.,5
62,взорваться,2.3.2.2,2.3.2.2.2.3.7.1.,5
63,взыграть,2.3.2.2,2.3.2.2.2.1.1.1.,12
64,видеть,2.3.2.1,2.3.2.1.2.1.,23
65,видеть,2.3.2.1,2.3.2.1.2.4.2.,23
66,видеть,2.3.2.1,2.3.2.1.3.1.,23
67,видеться,2.3.2.1,2.3.2.1.2.4.1.,22
68,видеться,2.3.2.1,2.3.2.1.2.5.,22
69,витать,2.3.2.1,2.3.2.1.2.4.2.,28
70,влечь,2.3.2.1,2.3.2.1.4.2.,6
71,влюбить,2.3.2.2,2.3.2.2.2.2.2.2.,34
72,влюбиться,2.3.2.2,2.3.2.2.2.2.2.1.,34
73,вникнуть,2.3.2.1,2.3.2.1.2.2.,28
74,вникнуть,2.3.2.1,2.3.2.1.3.3.,28
75,внушить,2.3.2.3,2.3.2.3.2.2.,6
76,внять,2.3.2.1,2.3.2.1.3.3.,2
77,вогнать,2.3.2.3,2.3.2.3.1.2.2.,5
78,вожделеть,2.3.2.3,2.3.2.3.3.,12
79,возбудить,2.3.2.2,2.3.2.2.2.1.1.2.,6
80,возбуждаться,2.3.2.2,2.3.2.2.2.1.1.1.,12
81,возвратить,2.3.2.3,2.3.2.3.1.3.,25
82,возгореться,2.3.2.2,2.3.2.2.2.1.1.1.,12
83,воздействовать,2.3.2.3,2.3.2.3.2.2.,10
84,воздержаться,2.3.2.3,2.3.2.3.1.8.,4
85,возжаждать,2.3.2.3,2.3.2.3.3.,12
86,возжелать,2.3.2.3,2.3.2.3.3.,2
87,возжечь,2.3.2.2,2.3.2.2.2.1.1.2.,12
88,возликовать,2.3.2.2,2.3.2.2.2.2.1.1.,12
89,возложить,2.3.2.3,2.3.2.3.1.5.,2
90,возлюбить,2.3.2.2,2.3.2.2.2.2.2.1.,2
91,возмечтать,2.3.2.1,2.3.2.1.2.4.2.,12
92,возмутить,2.3.2.2,2.3.2.2.2.3.7.2.,4
93,возмутиться,2.3.2.2,2.3.2.2.2.3.7.1.,11
94,вознамериться,2.3.2.3,2.3.2.3.1.4.,16
95,вознегодовать,2.3.2.2,2.3.2.2.2.3.7.1.,12
96,возненавидеть,2.3.2.2,2.3.2.2.2.3.1.,22
97,возрадоваться,2.3.2.2,2.3.2.2.2.2.1.1.,12
98,возразить,2.3.2.3,2.3.2.3.1.7.2.,7
99,волновать,2.3.2.2,2.3.2.2.2.1.1.2.,22
100,волноваться,2.3.2.2,2.3.2.2.2.1.1.1.,22
101,вообразить,2.3.2.1,2.3.2.1.2.1.,28
102,вообразить,2.3.2.1,2.3.2.1.2.4.1.,28
103,воодушевить,2.3.2.2,2.3.2.2.2.1.1.2.,6
104,воодушевиться,2.3.2.2,2.3.2.2.2.1.1.1.,12
105,вооружить,2.3.2.2,2.3.2.2.2.3.2.2.,6
106,воротить,2.3.2.3,2.3.2.3.1.3.,12
107,ворошить,2.3.2.1,2.3.2.1.5.1.,12
108,воспалиться,2.3.2.2,2.3.2.2.2.1.1.1.,12
109,воспламенить,2.3.2.2,2.3.2.2.2.1.1.2.,12
110,воспламениться,2.3.2.2,2.3.2.2.2.1.1.1.,12
111,воспретить,2.3.2.3,2.3.2.3.1.6.2.,2
112,воспринять,2.3.2.1,2.3.2.1.3.3.,4
113,воспрянуть,2.3.2.2,2.3.2.2.2.2.1.1.,12
114,воспылать,2.3.2.2,2.3.2.2.2.1.1.1.,12
115,восторгаться,2.3.2.2,2.3.2.2.2.2.1.1.,34
116,восхищать,2.3.2.2,2.3.2.2.2.2.1.2.,28
117,восхищаться,2.3.2.2,2.3.2.2.2.2.1.1.,34
118,восхотеть,2.3.2.3,2.3.2.3.3.,2
119,восчувствовать,2.3.2.2,2.3.2.2.1.,12
120,впечатлять,2.3.2.1,2.3.2.1.5.1.,28
121,впивать,2.3.2.1,2.3.2.1.5.1.,12
122,впитать,2.3.2.1,2.3.2.1.3.3.,28
123,впитать,2.3.2.1,2.3.2.1.5.1.,28
124,врезаться,2.3.2.1,2.3.2.1.5.1.,21
125,врезаться,2.3.2.2,2.3.2.2.2.2.2.1.,21
126,вручить,2.3.2.3,2.3.2.3.1.5.,33
127,вскрыть,2.3.2.1,2.3.2.1.3.1.,20
128,вспомнить,2.3.2.1,2.3.2.1.5.1.,12
129,вспомниться,2.3.2.1,2.3.2.1.5.1.,28
130,вспомянуть,2.3.2.1,2.3.2.1.5.1.,28
131,вспугнуть,2.3.2.3,2.3.2.3.1.2.1.3.,11
132,вспылить,2.3.2.2,2.3.2.2.2.3.7.1.,11
133,вспыхнуть,2.3.2.2,2.3.2.2.2.1.1.1.,18
134,вспыхнуть,2.3.2.2,2.3.2.2.2.3.6.1.,18
135,встретить,2.3.2.1,2.3.2.1.3.1.,23
136,вторить,2.3.2.3,2.3.2.3.1.7.1.,12
137,втюриться,2.3.2.2,2.3.2.2.2.2.2.1.,12
138,выбрать,2.3.2.3,2.3.2.3.1.4.,10
139,выбросить,2.3.2.3,2.3.2.3.1.2.1.1.,5
140,выведать,2.3.2.1,2.3.2.1.3.2.,20
141,вывести,2.3.2.1,2.3.2.1.2.1.,9
142,вывести,2.3.2.1,2.3.2.1.3.3.,9
143,выгнать,2.3.2.3,2.3.2.3.1.2.1.1.,5
144,выдворить,2.3.2.3,2.3.2.3.1.2.1.1.,6
145,выдержать,2.3.2.3,2.3.2.3.1.3.,1
146,выдержать,2.3.2.3,2.3.2.3.4.,1
147,выдерживать,2.3.2.3,2.3.2.3.1.3.,10
148,выдерживать,2.3.2.3,2.3.2.3.4.,10
149,выдумать,2.3.2.1,2.3.2.1.2.4.1.,28
150,выдюжить,2.3.2.3,2.3.2.3.4.,12
151,выживать,2.3.2.3,2.3.2.3.1.2.1.1.,12
152,выжить,2.3.2.3,2.3.2.3.1.2.1.1.,5
153,вызвать,2.3.2.3,2.3.2.3.1.3.,4
154,вызнать,2.3.2.1,2.3.2.1.3.2.,12
155,вызывать,2.3.2.3,2.3.2.3.1.3.,0
156,выкурить,2.3.2.3,2.3.2.3.1.2.1.1.,12
157,вынести,2.3.2.1,2.3.2.1.3.3.,4
158,вынести,2.3.2.3,2.3.2.3.4.,4
159,выносить,2.3.2.1,2.3.2.1.3.3.,5
160,вынудить,2.3.2.3,2.3.2.3.1.3.,16
161,выпереть,2.3.2.3,2.3.2.3.1.2.1.1.,12
162,выпроводить,2.3.2.3,2.3.2.3.1.2.1.1.,12
163,высадить,2.3.2.3,2.3.2.3.1.2.1.1.,9
164,выслать,2.3.2.3,2.3.2.3.1.2.1.1.,33
165,выставить,2.3.2.3,2.3.2.3.1.2.1.1.,9
166,выставить,2.3.2.3,2.3.2.3.1.5.,9
167,выстоять,2.3.2.3,2.3.2.3.1.8.,1
168,выстрадать,2.3.2.2,2.3.2.2.2.3.4.1.,12
169,вытерпеть,2.3.2.3,2.3.2.3.4.,12
170,вытребовать,2.3.2.3,2.3.2.3.1.1.,2
171,вытребовать,2.3.2.3,2.3.2.3.1.2.2.,2
172,вычислить,2.3.2.1,2.3.2.1.2.5.,19
173,вычислить,2.3.2.1,2.3.2.1.3.3.,19
174,вышвырнуть,2.3.2.3,2.3.2.3.1.2.1.1.,5
175,вышибить,2.3.2.3,2.3.2.3.1.2.1.1.,12
176,выявить,2.3.2.1,2.3.2.1.3.1.,35
177,выяснить,2.3.2.1,2.3.2.1.3.2.,20
178,гадать,2.3.2.1,2.3.2.1.2.5.,12
179,глодать,2.3.2.2,2.3.2.2.2.3.4.2.,12
180,глотать,2.3.2.2,2.3.2.2.2.3.6.1.,5
181,глупеть,2.3.2.2,2.3.2.2.4.2.2.,12
182,глядеть,2.3.2.1,2.3.2.1.3.3.,24
183,гнать,2.3.2.3,2.3.2.3.1.2.1.1.,5
184,гнать,2.3.2.3,2.3.2.3.2.3.,5
185,гневаться,2.3.2.2,2.3.2.2.2.3.7.1.,22
186,гневить,2.3.2.2,2.3.2.2.2.3.7.2.,12
187,гнести,2.3.2.2,2.3.2.2.2.3.4.2.,12
188,гнушаться,2.3.2.2,2.3.2.2.2.3.2.1.,2
189,гонять,2.3.2.3,2.3.2.3.1.2.1.1.,5
190,гордиться,2.3.2.2,2.3.2.2.2.2.4.,34
191,горевать,2.3.2.2,2.3.2.2.3.4.1.,22
192,гореть,2.3.2.2,2.3.2.2.2.1.1.1.,5
193,грезить,2.3.2.1,2.3.2.1.2.4.2.,22
194,грубеть,2.3.2.2,2.3.2.2.4.3.,12
195,грустить,2.3.2.2,2.3.2.2.3.4.1.,22
196,грызть,2.3.2.2,2.3.2.2.2.3.4.2.,5
197,давить,2.3.2.2,2.3.2.2.2.3.4.2.,5
198,давить,2.3.2.2,2.3.2.2.3.3.2.,5
199,дать,2.3.2.1,2.3.2.1.2.5.,4
200,дать,2.3.2.3,2.3.2.3.1.6.1.,4
201,даться,2.3.2.3,2.3.2.3.1.6.1.,12
202,двигать,2.3.2.3,2.3.2.3.1.2.1.2.,5
203,дергаться,2.3.2.2,2.3.2.2.2.3.5.1.,5
204,держать,2.3.2.3,2.3.2.3.1.3.,5
205,держаться,2.3.2.3,2.3.2.3.1.8.,5
206,дерзать,2.3.2.3,2.3.2.3.1.4.,2
207,дивить,2.3.2.2,2.3.2.2.2.1.2.2.,12
208,дивиться,2.3.2.2,2.3.2.2.2.1.2.1.,11
209,диктовать,2.3.2.3,2.3.2.3.1.1.,28
210,диктовать,2.3.2.3,2.3.2.3.2.2.,28
211,дискредитировать,2.3.2.2,2.3.2.2.2.3.2.1.,4
212,дичать,2.3.2.2,2.3.2.2.4.3.,12
213,добиться,2.3.2.3,2.3.2.3.1.8.,32
214,добраться,2.3.2.1,2.3.2.1.3.3.,1
215,добреть,2.3.2.2,2.3.2.2.4.3.,12
216,довериться,2.3.2.1,2.3.2.1.6.3.,2
217,доверять,2.3.2.1,2.3.2.1.6.3.,7
218,довести,2.3.2.2,2.3.2.2.2.3.7.2.,1
219,довольствоваться,2.3.2.3,2.3.2.3.1.7.1.,2
220,догадаться,2.3.2.1,2.3.2.1.2.5.,20
221,догнать,2.3.2.3,2.3.2.3.1.2.2.,1
222,додумать,2.3.2.1,2.3.2.1.2.1.,12
223,додуматься,2.3.2.1,2.3.2.1.2.5.,28
224,додуматься,2.3.2.3,2.3.2.3.1.4.,28
225,дозволить,2.3.2.3,2.3.2.3.1.6.1.,2
226,дойти,2.3.2.1,2.3.2.1.3.3.,1
227,доказать,2.3.2.1,2.3.2.1.2.1.,20
228,допустить,2.3.2.1,2.3.2.1.2.5.,4
229,допустить,2.3.2.3,2.3.2.3.1.6.1.,4
230,дорисовать,2.3.2.1,2.3.2.1.2.4.2.,12
231,дорожить,2.3.2.2,2.3.2.2.2.2.2.1.,34
232,досадовать,2.3.2.2,2.3.2.2.2.3.6.1.,22
233,досмотреть,2.3.2.1,2.3.2.1.3.1.,12
234,достичь,2.3.2.3,2.3.2.3.1.8.,32
235,доходить,2.3.2.1,2.3.2.1.3.3.,5
236,дразнить,2.3.2.3,2.3.2.3.3.,22
237,дрожать,2.3.2.2,2.3.2.2.2.3.5.1.,5
238,дружить,2.3.2.2,2.3.2.2.2.2.3.1.1.,34
239,думать,2.3.2.1,2.3.2.1.2.1.,0
240,думать,2.3.2.1,2.3.2.1.2.5.,0
241,думать,2.3.2.3,2.3.2.3.1.4.,0
242,думаться,2.3.2.1,2.3.2.1.2.1.,28
243,думаться,2.3.2.2,2.3.2.2.2.3.5.1.,28
244,дуреть,2.3.2.2,2.3.2.2.4.2.2.,12
245,дуться,2.3.2.2,2.3.2.2.2.3.6.1.,12
246,душить,2.3.2.2,2.3.2.2.2.3.4.2.,5
247,жаждать,2.3.2.3,2.3.2.3.3.,29
248,жалеть,2.3.2.2,2.3.2.2.2.2.3.2.1.,22
249,жалеть,2.3.2.2,2.3.2.2.3.4.1.,22
250,жаловать,2.3.2.2,2.3.2.2.2.2.3.1.1.,2
251,жать,2.3.2.3,2.3.2.3.1.3.,5
252,ждать,2.3.2.1,2.3.2.1.2.5.,11
253,ждать,2.3.2.1,2.3.2.1.6.4.,11
254,желать,2.3.2.3,2.3.2.3.3.,29
255,жить,2.3.2.1,2.3.2.1.4.2.,27
256,жить,2.3.2.2,2.3.2.2.2.1.1.1.,27
257,забавлять,2.3.2.2,2.3.2.2.2.1.2.2.,22
258,заблагорассудиться,2.3.2.3,2.3.2.3.1.4.,12
259,заблуждаться,2.3.2.1,2.3.2.1.2.4.1.,7
260,заболеть,2.3.2.1,2.3.2.1.4.2.,22
261,заботить,2.3.2.2,2.3.2.2.2.3.5.2.,22
262,забыть,2.3.2.1,2.3.2.1.5.2.,11
263,забыться,2.3.2.1,2.3.2.1.2.2.,11
264,забыться,2.3.2.2,2.3.2.2.3.2.1.,11
265,завернуть,2.3.2.3,2.3.2.3.1.2.1.1.,5
266,завести,2.3.2.2,2.3.2.2.2.3.5.2.,6
267,завидовать,2.3.2.2,2.3.2.2.2.3.2.1.,34
268,завлечь,2.3.2.1,2.3.2.1.4.2.,12
269,заворожить,2.3.2.2,2.3.2.2.2.2.1.2.,11
270,загадать,2.3.2.1,2.3.2.1.2.5.,11
271,загладить,2.3.2.2,2.3.2.2.3.2.2.,12
272,загнать,2.3.2.3,2.3.2.3.1.2.2.,5
273,загореться,2.3.2.2,2.3.2.2.2.1.1.1.,5
274,загореться,2.3.2.3,2.3.2.3.3.,5
275,загрустить,2.3.2.2,2.3.2.2.3.4.1.,12
276,задать,2.3.2.3,2.3.2.3.1.5.,10
277,задержать,2.3.2.3,2.3.2.3.1.3.,6
278,задержаться,2.3.2.1,2.3.2.1.2.2.,11
279,задеть,2.3.2.2,2.3.2.2.2.1.1.2.,5
280,задеть,2.3.2.2,2.3.2.2.2.3.6.2.,5
281,задумать,2.3.2.1,2.3.2.1.2.5.,28
282,задумать,2.3.2.3,2.3.2.3.1.4.,28
283,задуматься,2.3.2.1,2.3.2.1.2.2.,11
284,заесть,2.3.2.2,2.3.2.2.2.3.6.2.,12
285,зажечь,2.3.2.2,2.3.2.2.2.1.1.2.,5
286,зажечься,2.3.2.2,2.3.2.2.2.1.1.1.,12
287,заинтересовать,2.3.2.1,2.3.2.1.4.2.,3
288,заинтересоваться,2.3.2.1,2.3.2.1.4.2.,3
289,заказать,2.3.2.3,2.3.2.3.1.6.2.,9
290,закалить,2.3.2.3,2.3.2.3.1.8.,12
291,закалиться,2.3.2.3,2.3.2.3.1.8.,12
292,закипеть,2.3.2.2,2.3.2.2.2.1.1.1.,12
293,заключить,2.3.2.1,2.3.2.1.2.1.,31
294,заключить,2.3.2.1,2.3.2.1.2.6.,31
295,заключить,2.3.2.1,2.3.2.1.3.3.,31
296,закрыть,2.3.2.3,2.3.2.3.1.6.2.,9
297,замахнуться,2.3.2.3,2.3.2.3.1.4.,5
298,замереть,2.3.2.2,2.3.2.2.4.1.,11
299,заметить,2.3.2.1,2.3.2.1.4.1.,23
300,заметить,2.3.2.1,2.3.2.1.5.1.,23
301,занимать,2.3.2.1,2.3.2.1.4.2.,9
302,занять,2.3.2.1,2.3.2.1.4.2.,9
303,заняться,2.3.2.1,2.3.2.1.4.2.,3
304,запамятовать,2.3.2.1,2.3.2.1.5.2.,12
305,запасть,2.3.2.1,2.3.2.1.5.1.,12
306,запечатлеть,2.3.2.1,2.3.2.1.5.1.,28
307,заподозрить,2.3.2.1,2.3.2.1.2.5.,20
308,запомнить,2.3.2.1,2.3.2.1.5.1.,28
309,запомниться,2.3.2.1,2.3.2.1.5.1.,28
310,запретить,2.3.2.3,2.3.2.3.1.6.2.,15
311,запрятать,2.3.2.3,2.3.2.3.1.3.,5
312,запугать,2.3.2.2,2.3.2.2.2.3.5.2.,12
313,запылать,2.3.2.2,2.3.2.2.2.1.1.1.,12
314,заразить,2.3.2.1,2.3.2.1.4.2.,6
315,заразиться,2.3.2.2,2.3.2.2.2.2.3.1.1.,6
316,заречься,2.3.2.3,2.3.2.3.1.4.,12
317,зариться,2.3.2.3,2.3.2.3.3.,12
318,засадить,2.3.2.3,2.3.2.3.1.2.1.2.,5
319,засадить,2.3.2.3,2.3.2.3.1.3.,5
320,заскучать,2.3.2.2,2.3.2.2.3.4.1.,12
321,заспать,2.3.2.1,2.3.2.1.5.2.,12
322,заставить,2.3.2.3,2.3.2.3.1.3.,16
323,застыдиться,2.3.2.2,2.3.2.2.3.5.1.,12
324,затаить,2.3.2.2,2.3.2.2.2.1.1.1.,11
325,затащить,2.3.2.3,2.3.2.3.1.2.2.,5
326,затеять,2.3.2.3,2.3.2.3.1.4.,6
327,заткнуть,2.3.2.3,2.3.2.3.1.3.,5
328,затребовать,2.3.2.3,2.3.2.3.1.1.,12
329,затронуть,2.3.2.2,2.3.2.2.2.3.6.2.,6
330,затянуть,2.3.2.3,2.3.2.3.1.2.2.,5
331,захватить,2.3.2.1,2.3.2.1.4.2.,18
332,зацепить,2.3.2.2,2.3.2.2.2.3.6.2.,5
333,зациклиться,2.3.2.1,2.3.2.1.2.2.,12
334,зачаровать,2.3.2.2,2.3.2.2.2.2.1.2.,11
335,звереть,2.3.2.2,2.3.2.2.2.3.7.1.,12
336,злить,2.3.2.2,2.3.2.2.2.3.7.2.,22
337,злиться,2.3.2.2,2.3.2.2.2.3.7.1.,22
338,злобиться,2.3.2.2,2.3.2.2.2.3.7.1.,12
339,злобствовать,2.3.2.2,2.3.2.2.2.3.7.1.,12
340,злорадствовать,2.3.2.2,2.3.2.2.2.3.7.1.,12
341,знакомиться,2.3.2.1,2.3.2.1.3.1.,3
342,знать,2.3.2.1,2.3.2.1.3.1.,0
343,знать,2.3.2.1,2.3.2.1.3.2.,0
344,игнорировать,2.3.2.1,2.3.2.1.2.6.,4
345,идеализировать,2.3.2.1,2.3.2.1.2.6.,28
346,идентификация,2.3.2.1,2.3.2.1.3.1.,10
347,избрать,2.3.2.3,2.3.2.3.1.4.,4
348,изведать,2.3.2.1,2.3.2.1.3.1.,2
349,извериться,2.3.2.1,2.3.2.1.6.3.,12
350,извести,2.3.2.2,2.3.2.2.2.3.4.2.,12
351,изволить,2.3.2.3,2.3.2.3.3.,2
352,изгнать,2.3.2.3,2.3.2.3.1.2.1.1.,18
353,изголодаться,2.3.2.3,2.3.2.3.3.,12
354,издергать,2.3.2.2,2.3.2.2.2.3.5.2.,12
355,изжить,2.3.2.3,2.3.2.3.4.,28
356,изломать,2.3.2.3,2.3.2.3.1.3.,5
357,измаяться,2.3.2.2,2.3.2.2.2.3.4.1.,12
358,измотать,2.3.2.2,2.3.2.2.2.3.4.2.,12
359,измучить,2.3.2.2,2.3.2.2.2.3.4.2.,22
360,измучиться,2.3.2.2,2.3.2.2.2.3.4.1.,12
361,измыслить,2.3.2.1,2.3.2.1.2.4.1.,12
362,изнывать,2.3.2.2,2.3.2.2.2.3.4.1.,22
363,изумить,2.3.2.2,2.3.2.2.2.1.2.2.,12
364,изумиться,2.3.2.2,2.3.2.2.2.1.2.1.,11
365,изучить,2.3.2.1,2.3.2.1.3.1.,17
366,изучить,2.3.2.1,2.3.2.1.3.3.,17
367,импонировать,2.3.2.2,2.3.2.2.2.2.3.1.1.,34
368,интересовать,2.3.2.1,2.3.2.1.4.2.,28
369,интересоваться,2.3.2.1,2.3.2.1.4.2.,3
370,интриговать,2.3.2.1,2.3.2.1.4.2.,22
371,исповедать,2.3.2.1,2.3.2.1.1.,2
372,исповедовать,2.3.2.1,2.3.2.1.1.,7
373,исследовать,2.3.2.1,2.3.2.1.3.1.,17
374,исстрадаться,2.3.2.2,2.3.2.2.2.3.4.1.,12
375,иссушить,2.3.2.2,2.3.2.2.2.3.4.2.,12
376,истерзать,2.3.2.2,2.3.2.2.2.3.4.2.,12
377,истолковать,2.3.2.1,2.3.2.1.3.3.,20
378,истомить,2.3.2.2,2.3.2.2.2.3.4.2.,12
379,истомиться,2.3.2.2,2.3.2.2.2.3.4.1.,12
380,истосковаться,2.3.2.2,2.3.2.2.3.4.1.,12
381,истребовать,2.3.2.3,2.3.2.3.1.1.,2
382,истязать,2.3.2.2,2.3.2.2.2.3.4.2.,12
383,исходить,2.3.2.1,2.3.2.1.2.1.,10
384,казаться,2.3.2.1,2.3.2.1.2.4.1.,0
385,казнить,2.3.2.2,2.3.2.2.2.3.4.1.,18
386,казнить,2.3.2.2,2.3.2.2.2.3.4.2.,18
387,каменеть,2.3.2.2,2.3.2.2.4.1.,12
388,каменеть,2.3.2.2,2.3.2.2.4.3.,12
389,кипеть,2.3.2.2,2.3.2.2.2.1.1.1.,5
390,киснуть,2.3.2.2,2.3.2.2.3.3.1.,12
391,клокотать,2.3.2.2,2.3.2.2.2.1.1.1.,12
392,колебаться,2.3.2.1,2.3.2.1.2.5.,11
393,командовать,2.3.2.3,2.3.2.3.1.1.,18
394,концентрироваться,2.3.2.1,2.3.2.1.4.1.,6
395,корежить,2.3.2.2,2.3.2.2.2.3.2.2.,12
396,коробить,2.3.2.2,2.3.2.2.2.3.2.2.,22
397,коситься,2.3.2.2,2.3.2.2.2.3.2.1.,5
398,коченеть,2.3.2.2,2.3.2.2.4.1.,12
399,краснеть,2.3.2.2,2.3.2.2.3.5.1.,22
400,крепнуть,2.3.2.2,2.3.2.2.4.1.,12
401,кручиниться,2.3.2.2,2.3.2.2.3.4.1.,12
402,крушить,2.3.2.2,2.3.2.2.3.4.2.,5
403,кумекать,2.3.2.1,2.3.2.1.2.1.,12
404,ладить,2.3.2.3,2.3.2.3.1.4.,34
405,ласкать,2.3.2.2,2.3.2.2.3.1.2.,22
406,леденеть,2.3.2.2,2.3.2.2.4.1.,12
407,леденить,2.3.2.2,2.3.2.2.2.3.5.2.,12
408,ликовать,2.3.2.2,2.3.2.2.2.2.1.1.,22
409,льстить,2.3.2.2,2.3.2.2.2.2.3.1.2.,34
410,любить,2.3.2.2,2.3.2.2.2.2.1.1.,34
411,любить,2.3.2.2,2.3.2.2.2.2.2.1.,34
412,манить,2.3.2.3,2.3.2.3.3.,5
413,маяться,2.3.2.2,2.3.2.2.2.3.4.1.,12
414,мерещиться,2.3.2.1,2.3.2.1.2.4.2.,11
415,мертветь,2.3.2.2,2.3.2.2.4.1.,12
416,метить,2.3.2.3,2.3.2.3.3.,5
417,мечтать,2.3.2.1,2.3.2.1.2.4.2.,34
418,мириться,2.3.2.3,2.3.2.3.4.,22
419,млеть,2.3.2.2,2.3.2.2.3.1.1.,12
420,мнить,2.3.2.1,2.3.2.1.2.1.,2
421,мниться,2.3.2.1,2.3.2.1.2.4.1.,2
422,молиться,2.3.2.2,2.3.2.2.2.2.2.1.,2
423,морозить,2.3.2.3,2.3.2.3.1.3.,12
424,мрачнеть,2.3.2.2,2.3.2.2.4.2.2.,12
425,мудрствовать,2.3.2.1,2.3.2.1.2.2.,2
426,мутиться,2.3.2.2,2.3.2.2.4.2.2.,12
427,мутнеть,2.3.2.2,2.3.2.2.4.2.2.,12
428,мучить,2.3.2.2,2.3.2.2.2.3.4.2.,22
429,мучиться,2.3.2.2,2.3.2.2.2.3.4.1.,22
430,мыслить,2.3.2.1,2.3.2.1.2.1.,28
431,мястись,2.3.2.2,2.3.2.2.2.3.5.1.,12
432,наблюдать,2.3.2.1,2.3.2.1.3.1.,23
433,наболеть,2.3.2.2,2.3.2.2.3.4.1.,12
434,набраться,2.3.2.3,2.3.2.3.1.8.,12
435,навалить,2.3.2.3,2.3.2.3.1.5.,12
436,навести,2.3.2.3,2.3.2.3.2.2.,6
437,нагнать,2.3.2.3,2.3.2.3.1.2.2.,5
438,нагрузить,2.3.2.3,2.3.2.3.1.5.,5
439,надеяться,2.3.2.1,2.3.2.1.6.4.,29
440,надивиться,2.3.2.2,2.3.2.2.2.1.2.1.,12
441,надломить,2.3.2.2,2.3.2.2.2.3.4.2.,12
442,надоесть,2.3.2.2,2.3.2.2.2.3.2.2.,22
443,надуваться,2.3.2.2,2.3.2.2.2.3.6.1.,12
